CUS 0xd40,September,23,Scientist,19114.12,3,4
CUS 0xd40,October,24,Scientist,19114.12,3,4
CUS 0xd40,November,24,Scientist,19114.12,3,4
CUS 0xd40,December,24,Scientist,19114.12,3,4
CUS 0x21b1,September,28,       ,34847.84,2,4
CUS 0x21b1,October,28,Teacher,34847.84,2,4
CUS 0x21b1,November,28,Teacher,34847.84,2,4
CUS 0x21b1,December,28,Teacher,34847.84,2,4
CUS 0x2dbc,September,35,Engineer,143162.64,1,5
CUS 0x2dbc,October,35,Engineer,143162.64,1,5
CUS 0x2dbc,November,35,Engineer,143162.64,1,5
CUS 0x2dbc,December,35,Engineer,143162.64,1,5
CUS 0xb891,September,55,Entrepreneur,30689.89,2,5
CUS 0xb891,October,55,Entrepreneur,30689.89,2,5
CUS 0xb891,November,55,Entrepreneur,30689.89,2,5
CUS 0xb891,December,55,Entrepreneur,4148862,2,5
CUS 0x1cdb,September,22,Developer,35547.71,7,5
CUS 0x1cdb,October,22,Developer,35547.71,7,5
CUS 0x1cdb,November,22,Developer,35547.71,7,5
CUS 0x1cdb,December,22,Developer,35547.71,7,5
CUS 0x95ee,September,31,Lawyer,73928.46,4,5
CUS 0x95ee,October,32,Lawyer,73928.46,4,5
CUS 0x95ee,November,1694,Lawyer,73928.46,4,5
CUS 0x95ee,December,32,Lawyer,73928.46,4,5
CUS 0x284a,September,34,Lawyer,131313.4,0,1
CUS 0x284a,October,34,Lawyer,131313.4,0,1
CUS 0x284a,November,34,Lawyer,131313.4,0,1
CUS 0x284a,December,34,Lawyer,131313.4,0,1
CUS 0x5407,September,30,Media Manager,34081.38,8,7
CUS 0x5407,October,30,Media Manager,34081.38,8,7
CUS 0x5407,November,31,Media Manager,34081.38,8,7
CUS 0x5407,December,31,Media Manager,34081.38,8,7
CUS 0x4157,September,24,Doctor,114838.41,2,5
CUS 0x4157,October,24,Doctor,114838.41,2,5
CUS 0x4157,November,914,Doctor,114838.41,2,5
CUS 0x4157,December,24,Doctor,114838.41,2,5
CUS 0xba08,September,45,Journalist,31370.8,1,6
CUS 0xba08,October,45,Journalist,31370.8,1,6
CUS 0xba08,November,45,Journalist,31370.8,1,6
CUS 0xba08,December,45,Journalist,31370.8,1,6
CUS 0xa66b,September,41,Teacher,33751.27,5,5
CUS 0xa66b,October,41,       ,33751.27,5,5
CUS 0xa66b,November,41,Teacher,33751.27,5,5
CUS 0xa66b,December,41,Teacher,33751.27,5,5
CUS 0xc0ab,September,33,Engineer,88640.24,3,6
CUS 0xc0ab,October,33,Engineer,88640.24,3,6
CUS 0xc0ab,November,33,       ,88640.24,3,6
CUS 0xc0ab,December,33,Engineer,88640.24,3,6
CUS 0x3e45,September,36,Entrepreneur,54392.16,6,4
CUS 0x3e45,October,36,Entrepreneur,54392.16,6,4
CUS 0x3e45,November,36,Entrepreneur,54392.16,6,4
CUS 0x3e45,December,36,Entrepreneur,54392.16,6,4
CUS 0x6c66,September,39,Manager,8701.545,6,5
CUS 0x6c66,October,39,       ,8701.545,6,5
CUS 0x6c66,November,40,       ,8701.545,6,5
CUS 0x6c66,December,40,Manager,8701.545,6,5
CUS 0xff4,September,37,Entrepreneur,25546.26,8,7
CUS 0xff4,October,37,Entrepreneur,25546.26,8,7
CUS 0xff4,November,37,       ,25546.26,8,7
CUS 0xff4,December,37,Entrepreneur,25546.26,8,7
CUS 0x33d2,September,31,Scientist,31993.78,6,6
CUS 0x33d2,October,31,Scientist,31993.78,163,6
CUS 0x33d2,November,31,Scientist,31993.78,6,6
CUS 0x33d2,December,31,       ,31993.78,6,6
CUS 0x6070,September,21,Accountant,92047.08,6,7
CUS 0x6070,October,21,Accountant,92047.08,6,7
CUS 0x6070,November,21,Accountant,92047.08,6,7
CUS 0x6070,December,21,Accountant,92047.08,6,7
CUS 0xfdb,September,46,Teacher,32284.62,6,7
CUS 0xfdb,October,46,Teacher,32284.62,6,7
CUS 0xfdb,November,46,       ,32284.62,6,7
CUS 0xfdb,December,46,Teacher,32284.62,6,7
CUS 0x3553,September,26,       ,97791.42,6,6
CUS 0x3553,October,27,Musician,97791.42,6,6
CUS 0x3553,November,27,Musician,97791.42,6,6
CUS 0x3553,December,27,Musician,97791.42,6,6
CUS 0x4100,September,32,Entrepreneur,19300.34,6,7
CUS 0x4100,October,32,Entrepreneur,19300.34,6,7
CUS 0x4100,November,32,Entrepreneur,19300.34,6,7
CUS 0x4100,December,32,Entrepreneur,19300.34,6,7
CUS 0x132f,September,41,Musician,19514.88,7,5
CUS 0x132f,October,42,Musician,19514.88,7,5
CUS 0x132f,November,42,Musician,19514.88,7,5
CUS 0x132f,December,42,Musician,19514.88,7,5
CUS 0xa16e,September,42,Media Manager,10183.015,7,5
CUS 0xa16e,October,42,Media Manager,10183.015,7,5
CUS 0xa16e,November,42,Media Manager,10183.015,7,5
CUS 0xa16e,December,42,Media Manager,10183.015,7,5
CUS 0xac86,September,20,Entrepreneur,106733.13,4,4
CUS 0xac86,October,20,Entrepreneur,106733.13,4,4
